tempo,erro
175930, -0.0027211
175940, -0.00239225
175950, -0.00258556
175960, -0.00237238
175970, -0.00230838
175980, -0.00207584
175990, -0.00218224
176000, -0.00256677
176010, -0.00227825
176020, -0.0021675
176030, -0.0020814
176040, -0.00228269
176050, -0.00263868
176060, -0.00249461
176070, -0.00231264
176080, -0.00219413
176090, -0.00249337
176100, -0.00233236
176110, -0.00285598
176120, -0.0024687
176130, -0.00243904
176140, -0.00289898
176150, -0.00254977
176160, -0.00299303
176170, -0.00295001
176180, -0.00322848
176190, -0.0033019
176200, -0.00336841
176210, -0.002815
176220, -0.00255301
176230, -0.00270156
176240, -0.0020808
176250, -0.00223056
176260, -0.00233194
176270, -0.00259436
176280, -0.00221349
176290, -0.00211529
176300, -0.00222682
176310, -0.00242549
176320, -0.00243619
176330, -0.00277758
176340, -0.002699
176350, -0.00265276
176360, -0.00274018
176370, -0.00278993
176380, -0.00272994
176390, -0.00262088
176400, -0.00229846
176410, -0.00239912
176420, -0.00239853
176430, -0.00241771
176440, -0.00253963
176450, -0.00258963
176460, -0.00255036
176470, -0.00265396
176480, -0.00260687
176490, -0.00323336
176500, -0.00302454
176510, -0.00266203
176520, -0.00263009
176530, -0.00300648
176540, -0.0028193
176550, -0.00269889
176560, -0.00256154
176570, -0.00244642
176580, -0.00244713
176590, -0.00294698
176600, -0.00257883
176610, -0.00260784
176620, -0.00239976
176630, -0.0020018
176640, -0.00232647
176650, -0.00233012
176660, -0.00199181
176670, -0.00169963
176680, -0.00205229
176690, -0.00144829
176700, -0.00182699
176710, -0.00224046
176720, -0.00201675
176730, -0.00190363
176740, -0.00211232
176750, -0.00204817
176760, -0.00166998
176770, -0.00121697
176780, -0.0012009
176790, -0.000996309
176800, -0.00101054
176810, -0.00117994
176820, -0.00130947
176830, -0.00144589
176840, -0.00238629
176850, -0.00174062
176860, -0.00147831
176870, -0.00148627
176880, -0.00160462
176890, -0.00132007
176900, -0.0013322
176910, -0.00133207
176920, -0.00152863
176930, -0.00112712
176940, -0.000919275
176950, -0.0010524
176960, -0.0012907
176970, -0.00150314
176980, -0.00142533
176990, -0.00153652
177000, -0.00155814
177010, -0.00153127
177020, -0.00143274
177030, -0.00177141
177040, -0.0014515
177050, -0.00131127
177060, -0.000970258
177070, -0.00124432
177080, -0.000926697
177090, -0.000808138
177100, -0.000640284
177110, -0.000669312
177120, -0.000782362
177130, -0.000881221
177140, -0.000994439
177150, -0.00117379
177160, -0.00132488
177170, -0.0010368
177180, -0.00133491
177190, -0.000747455
177200, -0.00122165
177210, -0.000769845
177220, -0.000904341
177230, -0.000557754
177240, -0.000534319
177250, -0.000908101
177260, -0.00108709
177270, -0.00132671
177280, -0.00142765
177290, -0.00103325
177300, -0.000974267
177310, -0.00123819
177320, -0.000487037
177330, -0.000715182
177340, -0.000484794
177350, -0.000905315
177360, -0.000928115
177370, -0.000775911
177380, -0.000493249
177390, -0.000521024
177400, -0.000697375
177410, -0.00106277
177420, -0.000793226
177430, -0.00115715
177440, -0.00049923
177450, -0.000302127
177460, -0.000265309
177470, -0.000150608
177480, -0.000676691
177490, -0.000566359
177500, -0.000121682
177510, -0.000568659
177520, -0.000552343
177530, -0.000563393
177540, -0.00058625
177550, -0.000727509
177560, -0.000465803
177570, -0.000422743
177580, -0.000189605
177590, -0.000105531
177600, -0.000304145
177610, -0.000659463
177620, -0.000311081
177630, -0.000521144
177640, -0.000703224
177650, -0.000345768
177660, -0.000628227
177670, -0.00107044
177680, -0.000907565
177690, -0.000991346
177700, -0.00131589
177710, -0.00115104
177720, -0.00141641
177730, -0.00147631
177740, -0.00131758
177750, -0.00137393
177760, -0.000862142
177770, -0.000895494
177780, -0.00123816
177790, -0.000793142
177800, -0.00102484
177810, -0.000791409
177820, -0.000976652
177830, -0.000899048
177840, -0.000939539
177850, -0.0012337
177860, -0.000928341
177870, -0.00103629
177880, -0.00102156
177890, -0.00129953
177900, -0.00112891
177910, -0.00130684
177920, -0.00117278
177930, -0.00109242
177940, -0.00122324
177950, -0.0015579
177960, -0.0015344
177970, -0.00116618
177980, -0.00106065
177990, -0.00120752
178000, -0.00116424
178010, -0.00139355
178020, -0.00101779
178030, -0.000881956
178040, -0.000908845
178050, -0.0011034
178060, -0.000940883
178070, -0.000839663
178080, -0.00101698
178090, -0.000532991
178100, -0.00102612
178110, -0.00108058
178120, -0.00118969
178130, -0.00128902
178140, -0.00153705
178150, -0.00110008
178160, -0.00168365
178170, -0.00110801
178180, -0.00147043
178190, -0.000827149
178200, -0.00118827
178210, -0.00121214
178220, -0.000948231
178230, -0.000978258
178240, -0.00109076
178250, -0.00120234
178260, -0.000728784
178270, -0.00118696
178280, -0.00109392
178290, -0.00151072
178300, -0.00141354
178310, -0.00131656
178320, -0.00147907
178330, -0.00161917
178340, -0.00158646
178350, -0.00125088
178360, -0.000960236
178370, -0.000842793
178380, -0.000828014
178390, -0.000746136
178400, -0.000852077
178410, -0.000739445
178420, -0.00133256
178430, -0.00092636
178440, -0.00117591
178450, -0.000959778
178460, -0.00132236
178470, -0.00143343
178480, -0.00128298
178490, -0.00128255
178500, -0.00124716
178510, -0.00152382
178520, -0.00153697
178530, -0.000917315
178540, -0.000852337
178550, -0.0010809
178560, -0.000786364
178570, -0.000923691
178580, -0.00138463
178590, -0.00146356
178600, -0.00174198
178610, -0.00162396
178620, -0.00122342
178630, -0.00138938
178640, -0.00148159
178650, -0.00171191
178660, -0.00141142
178670, -0.00141794
178680, -0.00184357
178690, -0.0012181
178700, -0.00150063
178710, -0.00153563
178720, -0.00157216
178730, -0.0013317
178740, -0.00112648
178750, -0.00129591
178760, -0.00115408
178770, -0.0013472
178780, -0.00137906
178790, -0.000999742
178800, -0.00134022
178810, -0.00112713
178820, -0.00111547
178830, -0.00101242
178840, -0.00099811
178850, -0.00140084
178860, -0.00105793
178870, -0.000989577
178880, -0.00144967
178890, -0.00106192
178900, -0.000604376
178910, -0.000519102
178920, -0.000371412
178930, -0.000576609
178940, -0.000394122
178950, -0.000477547
178960, -0.000247323
178970, 8.5017e-05
178980, -0.000342921
178990, -0.000195499
179000, -0.000114011
179010, -1.72727e-05
179020, 0.000185178
179030, -0.000354202
179040, -0.000619073
179050, -0.000263819
179060, -0.000483554
179070, -0.000494818
179080, -0.000686789
179090, -0.000570175
179100, -0.000636936
179110, -0.000957581
179120, -0.000722543
179130, -0.000481795
179140, -0.000580916
179150, -0.000552764
179160, -0.000468433
179170, -0.000496448
179180, -0.000785278
179190, -0.00130843
179200, -0.000619799
179210, -0.000837304
179220, -0.000833872
179230, -0.000972768
179240, -0.000406251
179250, -0.000558631
179260, -0.000375579
179270, -0.000355897
179280, -0.000348311
179290, 6.30555e-05
179300, -9.33666e-05
179310, -4.03952e-05
179320, 3.75002e-05
179330, -0.000158311
179340, 5.34283e-05
179350, 0.000491143
179360, 0.000578516
179370, 0.000524437
179380, 0.000262744
179390, 0.000228038
179400, 0.00034337
179410, 0.000363339
179420, 0.000494728
179430, 0.000286452
179440, 0.000310153
179450, -0.000219119
179460, 6.69628e-05
179470, -0.000307794
179480, -0.000324231
179490, -0.000712133
179500, -0.000401706
179510, -0.000658994
179520, -0.000582243
179530, -0.000776847
179540, -0.000383713
179550, -0.000711144
179560, -0.000947291
179570, -0.000227201
179580, -3.5013e-05
179590, 9.68599e-05
179600, -0.000394167
179610, -5.54068e-05
179620, -0.000494006
179630, -0.000381167
179640, -0.000407079
179650, -0.000339062
179660, -0.000280268
179670, -0.000588082
179680, -0.000786075
179690, -0.000572869
179700, -0.000594499
179710, -0.000355815
179720, -0.000537714
179730, -0.000313276
179740, -0.000686467
179750, -0.000743502
179760, -0.000661798
179770, -0.000941575
179780, -0.00136043
179790, -0.00081675
179800, -0.000994773
179810, -0.000581045
179820, -0.000977649
179830, -0.000447602
179840, -0.000412675
179850, -0.00102687
179860, -0.000348852
179870, -0.00100613
179880, -0.000516336
179890, -0.000538132
179900, -0.00107004
179910, -0.00107944
179920, -0.00110727
179930, -0.000848306
179940, -0.00124456
179950, -0.00128179
179960, -0.000921081
179970, -0.00138533
179980, -0.00139574
179990, -0.00118218
180000, -0.00141429
180010, -0.00109985
180020, -0.00133418
180030, -0.000777344
180040, -0.000927116
180050, -0.000696826
180060, -0.00100968
180070, -0.000841356
180080, -0.00121536
180090, -0.00102751
180100, -0.00116008
180110, -0.00129014
180120, -0.00117647
180130, -0.00118735
180140, -0.00128936
180150, -0.00127739
180160, -0.00124291
180170, -0.00175088
180180, -0.00143199
180190, -0.00170308
180200, -0.00179192
180210, -0.00137745
180220, -0.00200145
180230, -0.00185073
180240, -0.00159241
180250, -0.00200317
180260, -0.0013131
180270, -0.00153311
180280, -0.00137304
180290, -0.0016882
180300, -0.00175041
180310, -0.00189432
180320, -0.0017293
180330, -0.00208028
180340, -0.00195206
180350, -0.00220166
180360, -0.00198999
180370, -0.00180163
180380, -0.00179017
180390, -0.0019726
180400, -0.00207401
180410, -0.00180405
180420, -0.0018089
180430, -0.00243099
180440, -0.00234341
180450, -0.00186901
180460, -0.00209722
180470, -0.00228831
180480, -0.00185983
180490, -0.00246759
180500, -0.00182991
180510, -0.00208864
180520, -0.00190791
180530, -0.00226889
180540, -0.00169827
180550, -0.00208382
180560, -0.00188166
180570, -0.00182921
180580, -0.00175982
180590, -0.00188937
180600, -0.00198567
180610, -0.00149419
180620, -0.00209266
180630, -0.00211041
180640, -0.00199031
180650, -0.00178583
180660, -0.00121458
180670, -0.00174511
180680, -0.00127309
180690, -0.00154287
180700, -0.00175484
180710, -0.00127098
180720, -0.00128339
180730, -0.00112765
180740, -0.000744624
180750, -0.00105629
180760, -0.00178238
180770, -0.00152611
180780, -0.00140968
180790, -0.00214885
180800, -0.0018228
180810, -0.00191277
180820, -0.0019412
180830, -0.00203941
180840, -0.00202582
180850, -0.00200977
180860, -0.00220329
180870, -0.00234024
180880, -0.00233851
180890, -0.00235044
180900, -0.0024941
180910, -0.00276864
180920, -0.00266988
180930, -0.00254995
180940, -0.00296079
180950, -0.00286027
180960, -0.00242467
180970, -0.00255324
180980, -0.00258436
180990, -0.00250493
181000, -0.0025338
181010, -0.00232258
181020, -0.00218633
181030, -0.00201945
181040, -0.00212728
181050, -0.00273432
181060, -0.00233193
181070, -0.00260619
181080, -0.00239924
181090, -0.00189793
181100, -0.00173346
181110, -0.00239808
181120, -0.00194433
181130, -0.00180599
181140, -0.00190398
181150, -0.00258761
181160, -0.00237645
181170, -0.00259729
181180, -0.00222009
181190, -0.00184023
181200, -0.00202442
181210, -0.00223211
181220, -0.00218485
181230, -0.00213863
181240, -0.00296899
181250, -0.00250605
181260, -0.00274898
181270, -0.00277986
181280, -0.00299184
181290, -0.00280094
181300, -0.00279474
181310, -0.0026438
181320, -0.00256726
181330, -0.00271266
181340, -0.00249301
181350, -0.00268051
181360, -0.00276995
181370, -0.00262259
181380, -0.00285119
181390, -0.00251393
181400, -0.00238204
181410, -0.00274667
181420, -0.00297308
181430, -0.00273414
181440, -0.00222299
181450, -0.00228503
181460, -0.00215986
181470, -0.00238248
181480, -0.00237347
181490, -0.00293364
181500, -0.0025608
181510, -0.00261662
181520, -0.00282662
181530, -0.00311553
181540, -0.00294031
181550, -0.0026966
181560, -0.00252074
181570, -0.00242664
181580, -0.00267793
181590, -0.00243111
181600, -0.00240654
181610, -0.00223572
181620, -0.00218062
181630, -0.002308
181640, -0.00241821
181650, -0.00249782
181660, -0.0024938
181670, -0.00245472
181680, -0.00244904
181690, -0.00245337
181700, -0.00265385
181710, -0.00251629
181720, -0.00249546
181730, -0.00261691
181740, -0.00316062
181750, -0.00269675
181760, -0.0027451
181770, -0.00286265
181780, -0.00271904
181790, -0.00270052
181800, -0.00267224
181810, -0.00261659
181820, -0.00238057
181830, -0.00234598
181840, -0.00217464
181850, -0.00227873
181860, -0.0021416
181870, -0.00208218
181880, -0.00223577
181890, -0.00227977
181900, -0.00238722
181910, -0.0025061
181920, -0.00230499
181930, -0.00223317
181940, -0.00230673
181950, -0.00250701
181960, -0.00279836
181970, -0.00243642
181980, -0.00247373
181990, -0.00289335
182000, -0.00245406
182010, -0.00285667
182020, -0.00228982
182030, -0.00236139
182040, -0.00262377
182050, -0.00286622
182060, -0.00265598
182070, -0.00275304
182080, -0.00318324
182090, -0.00271135
182100, -0.00279697
182110, -0.00271442
182120, -0.00296627
182130, -0.00252786
182140, -0.00194721
182150, -0.00186055
182160, -0.00185824
182170, -0.00199095
182180, -0.00223751
182190, -0.00241499
182200, -0.00195508
182210, -0.00226445
182220, -0.00213325
182230, -0.00171448
182240, -0.0019017
182250, -0.00201894
182260, -0.00139559
182270, -0.00131643
182280, -0.0013985
182290, -0.00125827
182300, -0.000948141
182310, -0.000937151
182320, -0.00127972
182330, -0.00123821
182340, -0.00129555
182350, -0.00136892
182360, -0.00156777
182370, -0.00167454
182380, -0.00158377
182390, -0.00221219
182400, -0.00186489
182410, -0.00185984
182420, -0.00171966
182430, -0.00171944
182440, -0.00166617
182450, -0.00147952
182460, -0.00164297
182470, -0.00175355
182480, -0.00152116
182490, -0.00159333
182500, -0.00167521
182510, -0.00210449
182520, -0.00184431
182530, -0.00190438
182540, -0.00226346
182550, -0.00212176
182560, -0.00196309
182570, -0.00196755
182580, -0.0016029
182590, -0.00169174
182600, -0.00151062
182610, -0.00143797
182620, -0.00091969
182630, -0.000877656
182640, -0.0011664
182650, -0.00107882
182660, -0.00091994
182670, -0.000664445
182680, -0.000557601
182690, -0.000686491
182700, -0.000984031
182710, -0.0013196
182720, -0.00113877
182730, -0.00118558
182740, -0.000930924
182750, -0.00121576
182760, -0.00125538
182770, -0.00111419
182780, -0.00149716
182790, -0.00148428
182800, -0.00144797
182810, -0.00183985
182820, -0.00127404
182830, -0.00134608
182840, -0.00183946
182850, -0.0013613
182860, -0.0013473
182870, -0.00139657
182880, -0.00177268
182890, -0.00173623
182900, -0.00152323
182910, -0.00177517
182920, -0.00133025
182930, -0.00134879
182940, -0.00176766
182950, -0.00147786
182960, -0.00125333
182970, -0.00126732
182980, -0.00128713
182990, -0.00130644
183000, -0.0011631
183010, -0.00121473
183020, -0.000770171
183030, -0.000556221
183040, -0.000276523
183050, -0.000445007
183060, -0.000335823
183070, -0.00112412
183080, -0.000873164
183090, -0.00100211
183100, -0.00069599
183110, -0.000944728
183120, -0.000884109
183130, -0.000888896
183140, -0.000920644
183150, -0.000859557
183160, -0.000786003
183170, -0.00125255
183180, -0.000680162
183190, -0.000651657
183200, -0.000513725
183210, -0.000766675
183220, -0.000627447
183230, -0.00115045
183240, -0.00120639
183250, -0.00139399
183260, -0.000807547
183270, -0.00112167
183280, -0.000915164
183290, -0.00117308
183300, -0.000614685
183310, -0.000993384
183320, -0.000609733
183330, -0.000824194
183340, -0.00134349
183350, -0.000826815
183360, -0.000874399
183370, -0.000810789
183380, -0.000782689
183390, -0.00129125
183400, -0.00133462
183410, -0.00136444
183420, -0.00125048
183430, -0.00123945
183440, -0.00144459
183450, -0.00191261
183460, -0.00160532
183470, -0.00143772
183480, -0.00154275
183490, -0.00178465
183500, -0.00208629
183510, -0.0024179
183520, -0.0020336
183530, -0.002245
183540, -0.00223964
183550, -0.00169132
183560, -0.00171849
183570, -0.00165148
183580, -0.00190579
183590, -0.00167252
183600, -0.00200943
183610, -0.00215135
183620, -0.00208286
183630, -0.00197517
183640, -0.00196752
183650, -0.00229713
183660, -0.00206055
183670, -0.00197143
183680, -0.00203512
183690, -0.00194569
183700, -0.00180889
183710, -0.00183777
183720, -0.00182068
183730, -0.00212704
183740, -0.00163951
183750, -0.00165544
183760, -0.00213173
183770, -0.00237181
183780, -0.00244848
183790, -0.0022136
183800, -0.00273453
183810, -0.0028549
183820, -0.00255692
183830, -0.00247408
183840, -0.00197036
183850, -0.00181345
183860, -0.00190057
183870, -0.00210876
183880, -0.00186694
183890, -0.00189227
183900, -0.0017089
183910, -0.00223344
183920, -0.00166424
183930, -0.00179843
183940, -0.00166337
183950, -0.00134341
183960, -0.0013792
183970, -0.00173692
183980, -0.00165737
183990, -0.00185563
184000, -0.00196868
184010, -0.0015701
184020, -0.00182502
184030, -0.0013029
184040, -0.00150106
184050, -0.00200632
184060, -0.00162026
184070, -0.00158147
184080, -0.00175189
184090, -0.00204176
184100, -0.00197173
184110, -0.00187131
184120, -0.00173907
184130, -0.00197728
184140, -0.0020714
184150, -0.0020192
184160, -0.00174843
184170, -0.00202583
184180, -0.00173861
184190, -0.00192963
184200, -0.00168057
184210, -0.00153078
184220, -0.00172359
184230, -0.0013719
184240, -0.00106705
184250, -0.00127612
184260, -0.00131636
184270, -0.00121312
184280, -0.00109881
184290, -0.00125707
184300, -0.000741994
184310, -0.000525116
184320, -0.001093
184330, -0.000262809
184340, -0.000263259
184350, -0.000398476
184360, -0.000469483
184370, -0.000155202
184380, -3.84675e-05
184390, -0.00048727
184400, -0.00032851
184410, -0.00034188
184420, -0.00032445
184430, 1.06745e-06
184440, -0.000337047
184450, -0.00043376
184460, -0.000380026
184470, -0.000230429
184480, -0.000378919
184490, -7.64349e-05
184500, -0.000243156
184510, -0.000406329
184520, -6.83653e-05
184530, -1.66633e-05
184540, -0.000599739
184550, -0.000516521
184560, -0.000489431
184570, -0.000881314
184580, -0.000747939
184590, -0.000675089
184600, -0.000524756
184610, -0.00049414
184620, -0.000291213
184630, -0.000181887
184640, -0.000214499
184650, -0.000494355
184660, -0.000401134
184670, -0.000753724
184680, -0.000586943
184690, -0.000378155
184700, -0.000649551
184710, -0.000671555
184720, -0.000974884
184730, -0.000855474
184740, -0.00100086
184750, -0.00132138
184760, -0.000980679
184770, -0.00117515
184780, -0.000788634
184790, -0.000742001
184800, -0.000965337
184810, -0.000927442
184820, -0.000922738
184830, -0.00116433
184840, -0.00125323
184850, -0.00123849
184860, -0.00136377
184870, -0.00112416
184880, -0.00118603
184890, -0.000706603
184900, -0.000298388
184910, -0.000371087
184920, -0.000472795
184930, -0.000219279
184940, -0.000281433
184950, 0.000296343
184960, 0.000276677
184970, 0.000205967
184980, -0.000136867
184990, 0.000211854
185000, -0.00025264
185010, 0.000137897
185020, -0.00017903
185030, 2.35704e-05
185040, 0.000396924
185050, 2.2583e-05
185060, 0.00072098
185070, 0.000432033
185080, 0.00010145
185090, 0.000473951
185100, 0.000534223
185110, 0.000393122
185120, 0.000303613
185130, 0.0003422
185140, 0.000744489
185150, 0.000934372
185160, 0.000666324
185170, 0.000508583
185180, 0.000551498
185190, 0.000304754
185200, 0.000443419
185210, 0.000352952
185220, 0.00012846
185230, 0.000349928
185240, -0.000174067
185250, -2.36042e-05
185260, 0.000113183
185270, 0.000198603
185280, 0.000237536
185290, -0.000161492
185300, -0.000274409
185310, -8.5922e-05
185320, 0.000149724
185330, 0.000450607
185340, 0.000324787
185350, -0.000218683
185360, 8.48133e-05
185370, -4.7642e-05
185380, -0.000452956
185390, -7.10837e-05
185400, -0.000258719
185410, -0.00019161
185420, -0.000292906
185430, -0.000273719
185440, -0.000306603
185450, -8.94862e-05
185460, -0.000118427
185470, -7.35348e-05
185480, -9.83864e-05
185490, -8.88062e-05
185500, 8.64273e-05
185510, -4.82407e-05
185520, 0.000110113
185530, 0.000179679
185540, -6.7677e-05
185550, -8.28128e-05
185560, -0.000348537
185570, -0.000462706
185580, 4.60057e-05
185590, -0.000428118
185600, -0.000247604
185610, -0.000237537
185620, -0.000761553
185630, -0.000497703
185640, -0.000346164
185650, -0.000183311
185660, -0.00100214
185670, -0.000485609
185680, -0.000775885
185690, -0.000760987
185700, -0.000573094
185710, -0.000565576
185720, -0.000929636
185730, -0.00110518
185740, -0.000637939
185750, -0.0010526
185760, -0.000811656
185770, -0.000909645
185780, -0.000667375
185790, -0.000387284
185800, -0.000285587
185810, -0.000590334
185820, -0.000780817
185830, -0.00118812
185840, -0.000784509
185850, -0.00054317
185860, -0.000625875
185870, -0.000574221
185880, -0.000610764
185890, -0.000557045
185900, -0.000261631
185910, 1.84527e-05
185920, 0.000160339
185930, 0.000140229
185940, 0.00034498
185950, -0.000143631
185960, 0.000586837
185970, 0.000409504
185980, 0.000317048
185990, 0.000348446
186000, 0.000487068
186010, 0.000142083
186020, 0.000678182
186030, 0.00037317
186040, 0.000551385
186050, -9.4068e-05
186060, 0.000378199
186070, 0.000674637
186080, 0.000445577
186090, -0.000139684
186100, -0.000359343
186110, -0.000410156
186120, -0.000275378
186130, 0.000121972
186140, 0.000329958
186150, 0.000260499
186160, 4.86509e-05
186170, -0.000669643
186180, -0.000148526
186190, -0.000343275
186200, 7.12677e-05
186210, -0.000105426
186220, 0.000115052
186230, 0.000367346
186240, -0.000155946
186250, -0.000482191
186260, -0.0002552
186270, -0.000740227
186280, -0.000314176
186290, -0.000385142
186300, -0.00082668
186310, -0.00100589
186320, -0.00112657
186330, -0.00107291
186340, -0.0011913
186350, -0.000895685
186360, -0.00120343
186370, -0.000731678
186380, -0.000648138
186390, -0.000885773
186400, -0.0013595
186410, -0.00133186
186420, -0.00146546
186430, -0.00113927
186440, -0.000884822
186450, -0.000944075
186460, -0.000951386
186470, -0.0013193
186480, -0.00146076
186490, -0.000916585
186500, -0.00130952
186510, -0.00111318
186520, -0.00143261
186530, -0.00189966
186540, -0.00202928
186550, -0.00206302
186560, -0.00246437
186570, -0.00214424
186580, -0.00210186
186590, -0.00263971
186600, -0.00272496
186610, -0.00259368
186620, -0.00237785
186630, -0.00192467
186640, -0.00195908
186650, -0.00203557
186660, -0.00195459
186670, -0.00209135
186680, -0.00189161
186690, -0.00142904
186700, -0.00115708
186710, -0.000987309
186720, -0.00128723
186730, -0.00119657
186740, -0.0013844
186750, -0.00166371
186760, -0.00144873
186770, -0.00130294
186780, -0.00159792
186790, -0.00167468
186800, -0.00190215
186810, -0.00149376
186820, -0.00159727
186830, -0.00150387
186840, -0.00152972
186850, -0.00190949
186860, -0.00200313
186870, -0.00164588
186880, -0.00160075
186890, -0.00166077
186900, -0.00166425
186910, -0.00159326
186920, -0.00162598
186930, -0.00177091
186940, -0.00190758
186950, -0.00189477
186960, -0.00234883
186970, -0.00204014
186980, -0.00177183
186990, -0.00166739
187000, -0.00214584
187010, -0.00270028
187020, -0.00264453
187030, -0.00223414
187040, -0.00186212
187050, -0.00218553
187060, -0.00209392
187070, -0.00199085
187080, -0.00216075
187090, -0.00225858
187100, -0.00245629
187110, -0.00241083
187120, -0.00184637
187130, -0.00179995
187140, -0.00178021
187150, -0.00162992
187160, -0.00174122
187170, -0.00219025
187180, -0.00182047
187190, -0.00220205
187200, -0.00251899
187210, -0.00230942
187220, -0.00195817
187230, -0.00176392
187240, -0.00180565
187250, -0.00148732
187260, -0.00135325
187270, -0.00180465
187280, -0.00199618
187290, -0.00217302
187300, -0.00241542
187310, -0.0024424
187320, -0.00256284
187330, -0.00230568
187340, -0.00230755
187350, -0.00266143
187360, -0.00229848
187370, -0.00221602
187380, -0.00227739
187390, -0.0024699
187400, -0.00206131
187410, -0.00209221
187420, -0.00235616
187430, -0.0019942
187440, -0.00187778
187450, -0.0021607
187460, -0.00221406
187470, -0.00225591
187480, -0.00249206
187490, -0.00233458
187500, -0.00197361
187510, -0.00228853
187520, -0.00211006
187530, -0.002102
187540, -0.00195911
187550, -0.00163556
187560, -0.00161555
187570, -0.0013357
187580, -0.00138147
187590, -0.00113231
187600, -0.00100407
187610, -0.00116178
187620, -0.000842085
187630, -0.000596546
187640, -0.000473545
187650, -0.000323425
187660, -0.000420611
187670, -0.000607691
187680, -0.000894142
187690, -0.000160843
187700, -0.000510924
187710, -0.000230159
187720, -0.000388522
187730, -0.000207595
187740, -0.000126906
187750, 9.3594e-05
187760, -0.000276715
187770, -0.000106183
187780, -0.000336131
187790, -0.000623541
187800, -0.000245935
187810, 2.84191e-05
187820, -6.59392e-05
187830, -0.000226452
187840, 0.000190138
187850, 0.00025448
187860, -0.000271914
187870, -0.000291508
187880, -0.000353764
187890, -0.000735749
187900, -0.0010237
187910, -0.00111274
187920, -0.000798636
187930, -0.000399484
187940, -0.000411243
187950, -0.000567451
187960, -0.00127191
187970, -0.000698418
187980, -0.00113101
187990, -0.000536126
188000, -0.00027647
188010, -0.000126763
188020, -0.000424709
188030, -0.000177944
188040, 0.000156401
188050, 1.28304e-05
188060, -0.000226345
188070, -0.000385731
188080, -0.000519465
188090, -0.000453584
188100, -0.000766701
188110, -0.000544805
188120, -0.000598692
188130, -0.000514741
188140, -0.000785209
188150, -0.000630285
188160, -0.000740176
188170, -0.000643674
188180, -0.000538062
188190, -0.000210611
188200, -0.000400619
188210, -0.000485263
188220, -0.000465551
188230, -0.000437051
188240, -0.000291285
188250, -7.20599e-06
188260, 0.000137539
188270, 0.000123297
188280, 0.000411745
188290, 0.000243294
188300, 0.000407456
188310, 0.000433263
188320, 0.000656782
188330, 0.000351402
188340, 0.000717722
188350, 0.000562813
188360, 0.00101158
188370, 0.00110859
188380, 0.000996374
188390, 0.000558778
188400, 0.000790518
188410, 0.000523905
188420, 0.000352267
188430, 0.000540736
188440, 0.000257453
188450, -4.07881e-05
188460, 2.4614e-05
188470, -0.000120062
188480, -0.000383687
188490, -0.000497108
188500, -0.000271759
188510, -0.000172454
188520, -8.91898e-05
188530, -0.000402251
188540, -5.04009e-05
188550, -4.55241e-05
188560, -0.00017034
188570, -0.000115121
188580, -0.000138092
188590, 0.000348825
188600, 2.10888e-05
188610, 0.000398929
188620, 0.000278763
188630, 0.000441304
188640, 0.000425131
188650, 0.000499788
188660, 0.000396928
188670, 0.000307276
188680, -9.08611e-05
188690, 0.000164849
188700, 0.000333981
188710, -0.000208512
188720, -0.000194641
188730, 1.10734e-05
188740, -0.000525705
188750, -0.000439935
188760, -1.65468e-05
188770, 3.46314e-06
188780, -2.41813e-05
188790, -0.000360841
188800, -0.000545487
188810, -0.000643759
188820, -0.000600287
188830, -0.00024958
188840, -0.000273686
188850, -0.000114749
188860, -0.000415666
188870, -0.000198356
188880, -9.77064e-05
188890, -0.000918932
188900, -0.000735619
188910, -0.000327724
188920, -0.000154848
188930, -0.000387326
188940, -0.000566526
188950, -0.00083784
188960, -0.00078194
188970, -0.000947507
188980, -0.000648995
188990, -0.00141153
189000, -0.000932281
189010, -0.00131258
189020, -0.00207181
189030, -0.00166903
189040, -0.00182087
189050, -0.0019483
189060, -0.00220228
189070, -0.00231619
189080, -0.00194926
189090, -0.00164132
189100, -0.00196841
189110, -0.00225036
189120, -0.00195301
189130, -0.00165139
189140, -0.00145726
189150, -0.00160036
189160, -0.0016591
189170, -0.00169248
189180, -0.00193514
189190, -0.00182044
189200, -0.00126465
189210, -0.00187586
189220, -0.00135684
189230, -0.00147013
189240, -0.00152553
189250, -0.00169871
189260, -0.00142082
189270, -0.0013481
189280, -0.00143212
189290, -0.00142496
189300, -0.00153974
189310, -0.0020016
189320, -0.00158282
189330, -0.00219315
189340, -0.0021596
189350, -0.00236247
189360, -0.00230939
189370, -0.00214804
189380, -0.00219149
189390, -0.00235328
189400, -0.00267379
189410, -0.00271343
189420, -0.00277991
189430, -0.00247119
189440, -0.00263563
189450, -0.00235343
189460, -0.00240638
189470, -0.00267268
189480, -0.0028021
189490, -0.00246749
189500, -0.00243218
189510, -0.00265439
189520, -0.00301467
189530, -0.00271676
189540, -0.00238563
189550, -0.00252964
189560, -0.00226096
189570, -0.00210227
189580, -0.00243604
189590, -0.00268591
189600, -0.00236247
189610, -0.00268525
189620, -0.00206857
189630, -0.00236885
189640, -0.00208565
189650, -0.00209531
189660, -0.00213592
189670, -0.00237997
189680, -0.00233733
189690, -0.00228266
189700, -0.00220564
189710, -0.00210415
189720, -0.00262271
189730, -0.00215806
189740, -0.00232454
189750, -0.00249408
189760, -0.00241627
189770, -0.00257405
189780, -0.00234497
189790, -0.00272311
189800, -0.00249997
189810, -0.00240487
